user_id,input_cnt,valid_input_cnt,correct_cnt,odd_input_cnt,correct_rate,rank,score,work_time
3998962311,18,18,18,0,1,7192,0.656524584034399,8.95
3999116042,13,13,13,0,1,8586,0.587539727051785,11.7166666666667
3999218653,5,1,1,0,1,16465,0.227846326416153,0.316666666666667
3999641875,76,76,76,0,1,1966,0.907412600486072,35.35
4000057060,28,28,28,0,1,5265,0.749392409796224,1.81666666666667
4000074810,14,13,13,0,1,8827,0.584828939988783,356.383333333333
4000974634,2,1,1,1,1,15990,0.241073097775285,0.183333333333333
4001198999,9,9,9,0,1,10062,0.516171246962049,3.1
4001249633,111,111,111,0,1,1241,0.941951766685362,55.3833333333333
4001251042,129,129,129,0,1,1005,0.952794914937371,363.283333333333
4002040754,112,112,111,0,0.991071428571429,17995,0.158908207141522,26.0666666666667
4002191408,6,3,3,2,1,13866,0.350953449242849,1.21666666666667
4002592841,165,158,158,2,1,762,0.964432604225089,2031.81666666667
4002986299,107,107,107,0,1,1296,0.939194241914377,85.4
4003143481,10,10,10,0,1,9660,0.535988035146756,4.78333333333333
4003299162,1,0,0,1,-1,21215,0.00294447560291643,0
4003583660,101,100,100,1,1,1430,0.932791175920733,54.4
4003923629,2,1,1,0,1,15990,0.241073097775285,0.0333333333333333
4004059900,2656,2630,2620,5,0.996197718631179,17248,0.193914750420639,1633.81666666667
4004131588,27,23,23,4,1,6281,0.706346980744064,67.7666666666667
4004140908,5,2,2,3,1,14821,0.305804823331464,0.15
4004481747,1,1,1,0,1,14959,0.252757524770985,0
4004515480,239,231,231,0,1,401,0.98130491680688,72.0333333333333
4004584558,32,32,32,0,1,4729,0.774677509814919,1.91666666666667
4004597984,6,6,6,0,1,11428,0.448822209758833,0.6
4005166122,11,10,6,0,0.6,20688,0.0331370349598056,1.91666666666667
4005310497,17,17,17,0,1,7428,0.643765189755094,1.45
4005390393,41,41,39,0,0.951219512195122,19588,0.0845485137408861,285.933333333333
4005606141,9,9,9,0,1,10062,0.516171246962049,0.7
4005726788,88,33,33,0,1,4728,0.779070854365302,26.9666666666667
4005780563,9,9,9,0,1,10062,0.516171246962049,4.31666666666667
4006204125,29,26,26,3,1,5707,0.733080949710226,33.5666666666667
4006920299,7,7,6,0,0.857142857142857,20185,0.0553841839596186,1.76666666666667
4007262587,18,16,16,2,1,7959,0.627547205085063,3.05
4007429173,4,4,4,0,1,12531,0.392269583099645,26.0166666666667
4007551985,4,4,4,0,1,12531,0.392269583099645,0.433333333333333
4007948360,89,87,86,1,0.988505747126437,18281,0.145587960366424,30.5166666666667
4008192726,4,4,4,0,1,12531,0.392269583099645,1.3
4008454241,26,26,26,0,1,5577,0.735230884277435,10.0666666666667
4008561159,1,0,0,1,-1,21215,0.00294447560291643,0
4008609835,28,28,28,0,1,5265,0.749392409796224,6.66666666666667
4008790781,30,30,30,0,1,4990,0.762385492615442,0.983333333333333
4008895059,1,1,1,0,1,14959,0.252757524770985,0
4009096726,14,14,14,0,1,8276,0.603103383810058,1.81666666666667
4009948050,9,6,4,3,0.666666666666667,20581,0.0381379697139652,1.01666666666667
4010015444,81,80,80,0,1,1845,0.913348289399888,6.21666666666667
4010552743,3,3,3,0,1,13185,0.358618433352028,1.13333333333333
4010857683,55,54,54,0,1,2902,0.863806318938119,4.36666666666667
4011094775,5,4,4,0,1,13005,0.387595812301365,2.21666666666667
4011323265,4,1,1,0,1,16384,0.230557113479155,0.55
4011622741,21,21,21,0,1,6499,0.688539914002617,1.4
4011818082,9,7,7,2,1,11370,0.46728360441204,11.9833333333333
4011905819,76,76,76,0,1,1966,0.907412600486072,2.45
4011971992,10,9,9,0,1,10354,0.513226771359133,9.7
4011990195,26,25,25,0,1,5842,0.725556178724995,2.95
4012708978,8,4,3,0,0.75,20522,0.0408487567769677,0.65
4012845026,3,3,3,0,1,13185,0.358618433352028,0.616666666666667
4012982987,92,91,91,1,1,1599,0.925079454103571,228.05
4013280939,43,43,43,0,1,3647,0.827257431295569,324.316666666667
4013559020,27,26,25,1,0.961538461538462,19409,0.0926341372219106,2.75
4013934494,2,2,2,0,1,13960,0.316788184707422,0.133333333333333
4014428927,71,71,71,0,1,2121,0.899747616376893,62.6833333333333
4014610298,30,28,28,0,1,5395,0.747476163768929,41.9333333333333
4014683302,16,15,14,1,0.933333333333333,19795,0.0746401196485324,1651.58333333333
4015183915,274,274,273,0,0.996350364963504,17219,0.195223406244158,48.7
4015470563,42,39,38,3,0.974358974358974,19052,0.109599925219667,18.9833333333333
4015742619,358,354,354,2,1,184,0.991446999439147,1422
4016114147,2,2,2,0,1,13960,0.316788184707422,0.233333333333333
4016286996,1,1,1,0,1,14959,0.252757524770985,0
4016882305,7,6,6,0,1,11795,0.444942979996261,0.366666666666667
4016937337,164,164,164,0,1,704,0.967096653580108,432.45
4017056572,325,273,272,0,0.996336996336996,17225,0.194989717704244,54.05
4017594258,13,13,13,0,1,8586,0.587539727051785,0.9
4017662112,138,138,137,0,0.992753623188406,17792,0.16839596186203,101.9
4018039144,84,83,80,1,0.963855421686747,19361,0.0951579734529819,31.2
4018095964,32,32,32,0,1,4729,0.774677509814919,7.71666666666667
4018127051,20,19,19,1,1,7120,0.665404748551131,6.65
4018223014,3,3,3,0,1,13185,0.358618433352028,9.48333333333333
4018227691,141,141,141,0,1,889,0.958356702187325,135.8
4018581635,20,20,20,0,1,6757,0.678538044494298,1547.05
4018808151,12,12,12,0,1,8924,0.571555430921668,1.55
4018981434,1,1,1,0,1,14959,0.252757524770985,0
4018986924,97,97,96,0,0.989690721649485,18168,0.150822583660497,85.0833333333333
4018989472,3,3,3,0,1,13185,0.358618433352028,0.166666666666667
4019590491,61,61,61,0,1,2520,0.881052533183773,19.1166666666667
4019613276,15,15,15,0,1,7989,0.61782576182464,3.65
4020319338,24,24,24,0,1,5896,0.718498784819592,1.48333333333333
4020466531,14,14,14,0,1,8276,0.603103383810058,4.98333333333333
4020625207,16,16,15,0,0.9375,19739,0.0766031033838101,1.35
4020747969,2,1,1,0,1,15990,0.241073097775285,0.216666666666667
4020859835,2,2,2,0,1,13960,0.316788184707422,0.0833333333333333
4021060380,77,77,77,0,1,1932,0.908954944849505,7.41666666666667
